,nationality,acommodation,stay,company,review,hotel_id,is_american,date,sentiment
1566,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1,En pareja,,12695.0,1,2021-10-31,
1567,Estados Unidos,Habitación con cama extragrande.,1,En familia,,12695.0,1,2021-10-30,
1568,Estados Unidos,Habitación con cama extragrande.,1,En pareja,,12695.0,1,2021-10-30,
1569,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,4,En familia,,12695.0,1,2021-10-29,
1570,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,2,En familia,,12695.0,1,2021-10-25,
1571,Estados Unidos,Habitación con 2 camas grandes,2,En familia,,12695.0,1,2021-10-23,
1572,Estados Unidos,Habitación Doble con 2 camas dobles y vistas a la bahía,1,En familia,,12695.0,1,2021-10-21,
1573,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1,En pareja,,12695.0,1,2021-10-21,
1574,Estados Unidos,Habitación con bañera adaptada para personas con discapacidad - 2 camas grandes,2,En grupo,,12695.0,1,2021-10-21,
1575,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1,En pareja,,12695.0,1,2021-10-17,
1576,México,Habitación con cama extragrande.,1,En familia,,12695.0,0,2021-10-15,
1577,Estados Unidos,Habitación con cama extragrande.,1,Persona que viaja sola,,12695.0,1,2021-10-15,
1578,Estados Unidos,Habitación con 2 camas grandes,2,En grupo,,12695.0,1,2021-10-15,
1579,Estados Unidos,Habitación con cama extragrande.,1,En grupo,,12695.0,1,2021-10-10,
1580,Estados Unidos,Habitación con cama extragrande.,3,En pareja,,12695.0,1,2021-10-07,
1581,Estados Unidos,Habitación con vistas a la bahía - 1 cama extragrande,2,En pareja,,12695.0,1,2021-10-05,
1582,Estados Unidos,Habitación Doble con 2 camas dobles y vistas a la bahía,1,En familia,,12695.0,1,2021-10-03,
1583,Estados Unidos,Habitación con cama extragrande.,1,En grupo,,12695.0,1,2021-10-03,
1584,Puerto Rico,Habitación con cama extragrande.,5,Persona que viaja sola,,12695.0,0,2021-10-02,
1585,Estados Unidos,Habitación con cama extragrande.,1,En pareja,,12695.0,1,2021-10-01,
1586,Estados Unidos,Habitación con bañera adaptada para personas con discapacidad - 2 camas grandes,1,En familia,,12695.0,1,2021-10-01,
1587,Estados Unidos,Habitación con cama extragrande.,1,En pareja,,12695.0,1,2021-09-30,
1588,Estados Unidos,Habitación con bañera adaptada para personas con discapacidad - 2 camas grandes,3,En pareja,,12695.0,1,2021-09-26,
1589,Estados Unidos,Habitación con bañera adaptada para personas con discapacidad - 2 camas grandes,1,En familia,,12695.0,1,2021-09-20,
1590,Estados Unidos,Habitación con cama extragrande.,2,En pareja,,12695.0,1,2021-09-19,
1591,Estados Unidos,Habitación con cama extragrande.,1,En pareja,,12695.0,1,2021-09-18,
1592,Estados Unidos,Habitación con vistas a la bahía - 1 cama extragrande,1,En pareja,,12695.0,1,2021-09-17,
1593,Estados Unidos,Habitación con vistas a la bahía - 1 cama extragrande,2,En pareja,,12695.0,1,2021-09-11,
1594,Estados Unidos,Habitación con cama extragrande.,2,En pareja,,12695.0,1,2021-09-09,
1595,Estados Unidos,Habitación con bañera adaptada para personas con discapacidad - 2 camas grandes,1,En pareja,,12695.0,1,2021-09-09,
1596,Estados Unidos,Habitación con ducha adaptada para personas con discapacidad - 2 camas grandes,2,En grupo,,12695.0,1,2021-08-30,
1597,Estados Unidos,Habitación con cama extragrande.,1,En familia,,12695.0,1,2021-08-29,
1598,Estados Unidos,Habitación con cama extragrande.,2,En familia,,12695.0,1,2021-08-28,
1599,Estados Unidos,Habitación Doble con 2 camas dobles y vistas a la bahía,1,En familia,,12695.0,1,2021-08-27,
1600,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1,En pareja,,12695.0,1,2021-08-21,
1601,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1,En familia,,12695.0,1,2021-08-21,
1602,Estados Unidos,Habitación con bañera adaptada para personas con discapacidad - 2 camas grandes,2,En grupo,,12695.0,1,2021-08-19,
1603,Estados Unidos,Habitación con cama extragrande.,2,En pareja,,12695.0,1,2021-08-18,
1604,Estados Unidos,Habitación con 2 camas grandes,1,En familia,,12695.0,1,2021-08-18,
1605,Estados Unidos,Habitación con cama extragrande.,2,En pareja,,12695.0,1,2021-08-17,
1606,Estados Unidos,Habitación Doble con 2 camas dobles y vistas a la bahía,1,En grupo,,12695.0,1,2021-08-17,
1607,Estados Unidos,Habitación con vistas a la bahía - 1 cama extragrande,2,En grupo,,12695.0,1,2021-08-16,
1608,Estados Unidos,Habitación con bañera adaptada para personas con discapacidad - 2 camas grandes,1,En grupo,,12695.0,1,2021-08-14,
1609,Estados Unidos,Habitación con cama extragrande.,2,En familia,,12695.0,1,2021-08-13,
1610,Estados Unidos,Habitación con cama extragrande.,1,En pareja,,12695.0,1,2021-08-12,
1611,Tailandia,Habitación con cama extragrande.,5,En pareja,,12695.0,0,2021-08-12,
1612,Estados Unidos,Habitación con cama extragrande.,2,Persona que viaja sola,,12695.0,1,2021-08-10,
1613,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1,En pareja,,12695.0,1,2021-08-09,
1614,Estados Unidos,Habitación con balcón y vistas a la ciudad - 2 camas grandes,3,En grupo,,12695.0,1,2021-08-07,
1615,Bangladesh,Habitación con cama extragrande.,4,Persona que viaja sola,,12695.0,0,2021-08-07,
1616,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1,En pareja,,12695.0,1,2021-08-05,
1617,Estados Unidos,Habitación con bañera adaptada para personas con discapacidad - 2 camas grandes,2,En familia,,12695.0,1,2021-08-03,
1618,Estados Unidos,Habitación con cama extragrande.,3,En pareja,,12695.0,1,2021-08-02,
1619,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1,En pareja,,12695.0,1,2021-08-02,
1620,Estados Unidos,Habitación con bañera adaptada para personas con discapacidad - 2 camas grandes,1,En familia,,12695.0,1,2021-08-01,
1621,Estados Unidos,Habitación con balcón y vistas a la ciudad - 2 camas grandes,1,En familia,,12695.0,1,2021-07-31,
1622,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,2,En pareja,,12695.0,1,2021-07-29,
1623,Estados Unidos,Habitación con cama extragrande.,1,En pareja,,12695.0,1,2021-07-29,
1624,Estados Unidos,Habitación con bañera adaptada para personas con discapacidad - 2 camas grandes,2,En grupo,,12695.0,1,2021-07-26,
1625,Estados Unidos,Habitación con bañera adaptada para personas con discapacidad - 2 camas grandes,1,En familia,,12695.0,1,2021-07-26,
1626,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1,Persona que viaja sola,,12695.0,1,2021-07-26,
1627,Estados Unidos,Habitación con vistas a la bahía - 1 cama extragrande,1,En familia,,12695.0,1,2021-07-24,
1628,Estados Unidos,Habitación con cama extragrande y bañera adaptada - Adaptada para personas de movilidad reducida,4,Persona que viaja sola,,12695.0,1,2021-07-23,
1629,Estados Unidos,Habitación con vistas a la bahía - 1 cama extragrande,2,En pareja,,12695.0,1,2021-07-20,
1630,Estados Unidos,Habitación con cama extragrande.,2,En pareja,,12695.0,1,2021-07-19,
1631,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1,En pareja,,12695.0,1,2021-07-19,
1632,Estados Unidos,Habitación con vistas a la bahía - 1 cama extragrande,3,En pareja,,12695.0,1,2021-07-18,
1633,Estados Unidos,Habitación con bañera adaptada para personas con discapacidad - 2 camas grandes,1,En familia,,12695.0,1,2021-07-15,
1634,Estados Unidos,Habitación con balcón y vistas a la ciudad - 2 camas grandes,2,En familia,,12695.0,1,2021-07-14,
1635,Estados Unidos,Habitación con cama extragrande.,2,Persona que viaja sola,,12695.0,1,2021-07-11,
1636,Estados Unidos,Habitación con ducha adaptada para personas con discapacidad - 2 camas grandes,2,En familia,,12695.0,1,2021-07-11,
1637,Estados Unidos,Habitación con ducha adaptada para personas con discapacidad - 2 camas grandes,2,En familia,,12695.0,1,2021-07-10,
1638,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1,En grupo,,12695.0,1,2021-07-09,
1639,Estados Unidos,Habitación con bañera adaptada para personas con discapacidad - 2 camas grandes,2,En familia,,12695.0,1,2021-07-07,
1640,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1,En pareja,,12695.0,1,2021-07-07,
1641,Estados Unidos,Habitación con cama extragrande.,1,En grupo,,12695.0,1,2021-07-05,
1642,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1,En familia,,12695.0,1,2021-06-30,
1643,Estados Unidos,Habitación con cama extragrande.,1,En pareja,,12695.0,1,2021-06-28,
1644,Estados Unidos,Habitación con cama extragrande.,3,Persona que viaja sola,,12695.0,1,2021-06-28,
1645,Moldavia,Habitación con vistas a la bahía - 1 cama extragrande,1,En pareja,,12695.0,0,2021-06-28,
1646,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,4,En pareja,,12695.0,1,2021-06-28,
1647,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1,En pareja,,12695.0,1,2021-06-26,
1648,Estados Unidos,Habitación con cama extragrande.,1,En grupo,,12695.0,1,2021-06-24,
1649,Estados Unidos,Habitación con cama extragrande.,1,En pareja,,12695.0,1,2021-06-19,
1650,Estados Unidos,Habitación con cama extragrande.,2,En pareja,,12695.0,1,2021-06-14,
1651,Estados Unidos,Habitación Doble con 2 camas dobles y vistas a la bahía,1,En familia,,12695.0,1,2021-06-13,
1652,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1,En pareja,,12695.0,1,2021-06-13,
1653,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,2,En pareja,,12695.0,1,2021-06-12,
1654,Estados Unidos,Habitación con balcón y vistas a la ciudad - 2 camas grandes,1,En familia,,12695.0,1,2021-06-08,
1655,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,3,En pareja,,12695.0,1,2021-06-04,
1656,Estados Unidos,Habitación con cama extragrande y bañera adaptada - Adaptada para personas de movilidad reducida,2,En pareja,,12695.0,1,2021-05-31,
1657,Estados Unidos,Habitación con cama extragrande.,1,Persona que viaja sola,,12695.0,1,2021-05-29,
1658,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1,En pareja,,12695.0,1,2021-05-29,
1659,Estados Unidos,Habitación con vistas a la bahía - 1 cama extragrande,1,En grupo,,12695.0,1,2021-05-27,
1660,Estados Unidos,Habitación con cama extragrande y bañera adaptada - Adaptada para personas de movilidad reducida,1,En grupo,,12695.0,1,2021-05-23,
1661,Estados Unidos,Habitación con 2 camas grandes,2,En familia,,12695.0,1,2021-05-20,
1662,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,3,En pareja,,12695.0,1,2021-05-16,
1663,Estados Unidos,Habitación con ducha adaptada para personas con discapacidad - 2 camas grandes,1,En grupo,,12695.0,1,2021-05-16,
1664,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1,En pareja,,12695.0,1,2021-05-09,
1665,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1,En pareja,,12695.0,1,2021-05-09,
1666,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1,Persona que viaja sola,,12695.0,1,2021-05-06,
1667,Israel,Habitación con cama extragrande.,4,Persona que viaja sola,,12695.0,0,2021-04-30,
1668,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1,Persona que viaja sola,,12695.0,1,2021-04-26,
1669,Estados Unidos,Habitación con balcón y vistas a la ciudad - 2 camas grandes,1,En grupo,,12695.0,1,2021-04-26,
1670,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1,En familia,,12695.0,1,2021-04-21,
1671,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1,En pareja,,12695.0,1,2021-04-19,
1672,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1,En pareja,,12695.0,1,2021-04-17,
1673,Estados Unidos,Habitación con cama extragrande.,1,En grupo,,12695.0,1,2021-04-10,
1674,Estados Unidos,Habitación Doble con 2 camas dobles y vistas a la bahía,1,En familia,,12695.0,1,2021-04-05,
1675,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1,Persona que viaja sola,,12695.0,1,2021-04-03,
1676,Estados Unidos,Habitación con vistas a la bahía - 1 cama extragrande,1,En pareja,,12695.0,1,2021-04-01,
1677,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1,En pareja,,12695.0,1,2021-04-01,
1678,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1,En pareja,,12695.0,1,2021-03-29,
1679,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1,En pareja,,12695.0,1,2021-03-28,
1680,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1,En pareja,,12695.0,1,2021-03-27,
1681,Estados Unidos,Habitación con 2 camas grandes,3,En familia,,12695.0,1,2021-03-24,
1682,Estados Unidos,Habitación con cama extragrande.,1,En pareja,,12695.0,1,2021-03-21,
1683,Estados Unidos,Habitación con vistas a la bahía - 1 cama extragrande,1,En pareja,,12695.0,1,2021-03-20,
1684,Estados Unidos,Habitación Doble con 2 camas dobles y vistas a la bahía,1,En familia,,12695.0,1,2021-03-16,
1685,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,2,En pareja,,12695.0,1,2021-03-15,
1686,Estados Unidos,Habitación con cama extragrande y bañera adaptada - Adaptada para personas de movilidad reducida,1,En pareja,,12695.0,1,2021-03-14,
1687,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1,En pareja,,12695.0,1,2021-03-05,
1688,Estados Unidos,Habitación con ducha adaptada para personas con discapacidad - 2 camas grandes,1,En familia,,12695.0,1,2021-02-27,
1689,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1,En pareja,,12695.0,1,2021-02-16,
1690,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1,En pareja,,12695.0,1,2021-02-05,
1691,,Habitación con cama extragrande.,4,Persona que viaja sola,,12695.0,0,2021-01-07,
1692,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1,En pareja,,12695.0,1,2021-01-04,
1693,Estados Unidos,Habitación Doble con 2 camas dobles y vistas a la bahía,2,En familia,,12695.0,1,2021-01-02,
1694,Estados Unidos,Habitación con vistas a la bahía - 1 cama extragrande,1,En pareja,,12695.0,1,2021-01-02,
1695,Estados Unidos,Habitación con vistas a la bahía - 1 cama extragrande,1,En pareja,,12695.0,1,2021-01-02,
1696,Estados Unidos,Habitación con ducha adaptada para personas con discapacidad - 2 camas grandes,2,En familia,,12695.0,1,2021-01-02,
1697,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1,En pareja,,12695.0,1,2020-12-10,
1698,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1,En pareja,,12695.0,1,2023-11-05,
1699,Nueva Zelanda,Habitación con vistas a la bahía - 1 cama extragrande,1,En pareja,,12695.0,0,2023-10-28,
1700,Reino Unido,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,3,Persona que viaja sola,,12695.0,0,2023-10-08,
1701,Australia,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,2,Persona que viaja sola,,12695.0,0,2023-09-23,
1702,Alemania,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,5,En familia,,12695.0,0,2023-09-05,
1703,Grecia,Habitación Doble con acceso al club - 2 camas dobles,3,En familia,,12695.0,0,2023-08-16,
1704,Reino Unido,Habitación con cama extragrande y bañera adaptada - Adaptada para personas de movilidad reducida,3,En pareja,,12695.0,0,2023-08-04,
1705,Estados Unidos,Habitación con ducha adaptada para personas con discapacidad - 2 camas grandes,1,En pareja,,12695.0,1,2023-07-20,
1706,Estados Unidos,Habitación con cama extragrande.,3,En pareja,,12695.0,1,2023-07-18,
1707,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1,Persona que viaja sola,,12695.0,1,2023-07-18,
1708,Arabia Saudí,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,2,En familia,,12695.0,0,2023-07-07,
1709,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1,En pareja,,12695.0,1,2023-05-22,
1710,Estados Unidos,Habitación con balcón y vistas a la bahía - 1 cama extragrande - Planta alta,1,En pareja,,12695.0,1,2023-04-24,
1711,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1,En pareja,,12695.0,1,2023-03-20,
1712,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1,En pareja,,12695.0,1,2023-02-11,
1713,Estados Unidos,Habitación con cama extragrande.,1,En pareja,,12695.0,1,2022-12-20,
1714,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1,Persona que viaja sola,,12695.0,1,2022-12-19,
1715,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,5,Persona que viaja sola,,12695.0,1,2022-12-03,
1716,Arabia Saudí,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,7,Persona que viaja sola,,12695.0,0,2022-11-09,
1717,México,Habitación con vistas a la bahía - 1 cama extragrande,2,Persona que viaja sola,,12695.0,0,2022-11-03,
