Unnamed: 0,region,state,attraction,n_reviews,categories
350,East South Central,Kentucky,Old Forester Distilling,279.0,Destilerías
351,East South Central,Kentucky,Shaker Village of Pleasant Hill,728.0,"Lugares históricos, Granjas"
352,East South Central,Kentucky,WinStar Farm,170.0,Granjas
353,East South Central,Kentucky,My Old Kentucky Home,535.0,"Lugares históricos, Parques estatales"
354,East South Central,Kentucky,Chaney's Dairy Barn,497.0,Granjas
355,East South Central,Kentucky,Waverly Hills Sanatorium,486.0,Lugares misteriosos
356,East South Central,Kentucky,Jeptha Creed,259.0,Destilerías
357,East South Central,Kentucky,Onyx Cave,242.0,Cavernas y cuevas
358,East South Central,Kentucky,Farmington Historic Plantation,120.0,Lugares históricos
359,East South Central,Kentucky,Bluegrass Distillers,253.0,Destilerías
360,East South Central,Kentucky,Dinosaur World,612.0,Museos especializados
361,East South Central,Kentucky,Preservation Distillery,153.0,Destilerías
362,East South Central,Kentucky,Glenns Creek Distillery,147.0,Destilerías
363,East South Central,Kentucky,Rabbit Hole Distillery,118.0,Destilerías
364,East South Central,Kentucky,Coolmore America - Ashford Stud,139.0,"Áreas de naturaleza y vida silvestre, Granjas"
365,East South Central,Kentucky,Log Still Distillery,53.0,Destilerías
366,East South Central,Kentucky,Harland Sanders Cafe And Museum,562.0,Museos de historia
367,East South Central,Kentucky,Runnymede Farm,60.0,Granjas
368,East South Central,Kentucky,Lane's End,48.0,Granjas
369,East South Central,Kentucky,Hartfield & Co.,53.0,Destilerías
370,East South Central,Kentucky,Malibu Jack's Lexington,657.0,"Centros de juego y entretenimiento, Minigolf"
371,East South Central,Kentucky,Barrel House Distillery,700.0,"Tiendas de regalos, Destilerías"
372,East South Central,Kentucky,Breakout Games - Lexington,1.059,Juegos de escape
373,East South Central,Kentucky,Sherlock's Escape Rooms,633.0,Juegos de escape
374,East South Central,Kentucky,Prohibition Craft Spirits Distillery,41.0,"Destilerías, Museos especializados"
375,East South Central,Mississipi,Vicksburg National Military Park,3.161,"Campos de batalla, Parques"
376,East South Central,Mississipi,Elvis Presley Birthplace & Museum,1.67,"Museos especializados, Lugares históricos"
377,East South Central,Mississipi,Natchez Trace Parkway,1.775,Rutas turísticas
378,East South Central,Mississipi,U.S.S. Cairo Museum,1.531,"Barcos, Museos de historia"
379,East South Central,Mississipi,Longwood,1.634,"Lugares históricos, Monumentos y lugares de interés"
380,East South Central,Mississipi,Biloxi Visitors Center,1.374,Centros de información turística
381,East South Central,Mississipi,Beauvoir,1.236,"Lugares históricos, Monumentos y lugares de interés"
382,East South Central,Mississipi,Stanton Hall,899.0,Lugares históricos
383,East South Central,Mississipi,Rosalie Mansion,782.0,"Museos especializados, Lugares históricos"
384,East South Central,Mississipi,St. Mary Basilica,482.0,Iglesias y catedrales
385,East South Central,Mississipi,Melrose,539.0,"Lugares históricos, Parques nacionales"
386,East South Central,Mississipi,Biloxi Beach,1.153,Playas
387,East South Central,Mississipi,Natchez Visitor Center,848.0,Centros de información turística
388,East South Central,Mississipi,Mississippi Civil Rights Museum,234.0,"Galerías de arte, Museos especializados"
389,East South Central,Mississipi,Old Court House Museum,607.0,Museos de historia
390,East South Central,Mississipi,McRaven House,197.0,Monumentos y lugares de interés
391,East South Central,Mississipi,Hattiesburg Zoo,312.0,Zoológicos
392,East South Central,Mississipi,Jesse Brent Lower Mississippi River Museum and Interpretive Center,289.0,Museos especializados
393,East South Central,Mississipi,Lauren Rogers Museum of Art,144.0,Museos de arte
394,East South Central,Mississipi,The Belmont 1857,101.0,"Lugares históricos, Edificios con valor arquitectónico"
395,East South Central,Mississipi,Maritime and Seafood Industry Museum,245.0,Museos especializados
396,East South Central,Mississipi,Ohr-O'Keefe Museum of Art,307.0,"Galerías de arte, Museos de arte"
397,East South Central,Mississipi,Choctaw Hall,122.0,"Lugares históricos, Monumentos y lugares de interés"
398,East South Central,Mississipi,Vicksburg Riverfront Murals,545.0,Monumentos y lugares de interés
399,East South Central,Mississipi,Natchez Brewing Company,97.0,Cervecerías
400,East South Central,Mississipi,Tupelo Veteran's Museum,92.0,"Museos militares, Museos de historia"
401,East South Central,Mississipi,The Natchez Trace Parkway,140.0,Rutas turísticas
402,East South Central,Mississipi,Waveland's Ground Zero Hurricane Museum,64.0,"Galerías de arte, Museos especializados"
403,East South Central,Mississipi,Vicksburg Civil War Museum,44.0,Museos de historia
404,East South Central,Mississipi,Liberation Escape Rooms,141.0,Juegos de escape
405,East South Central,Tennessee,Grand Ole Opry,14.039,Teatros
406,East South Central,Tennessee,Graceland,20.205,"Museos especializados, Monumentos y lugares de interés"
407,East South Central,Tennessee,Ole Smoky,14.423,Destilerías
408,East South Central,Tennessee,Sun Studio,12.312,Lugares históricos
409,East South Central,Tennessee,Country Music Hall of Fame and Museum,15.402,Museos especializados
410,East South Central,Tennessee,Ryman Auditorium,13.757,"Monumentos y lugares de interés, Teatros"
411,East South Central,Tennessee,Dollywood,18.777,"Parques de diversión y temáticos, Parques acuáticos"
412,East South Central,Tennessee,Parrot Mountain & Gardens,6.02,Jardines
413,East South Central,Tennessee,Belle Meade Historic Site & Winery,7.948,Lugares históricos
414,East South Central,Tennessee,Titanic Museum Attraction,11.069,Museos especializados
415,East South Central,Tennessee,National Civil Rights Museum - Lorraine Motel,9.146,"Lugares históricos, Museos de historia"
416,East South Central,Tennessee,Ole Smoky Tennessee Moonshine,7.6,Destilerías
417,East South Central,Tennessee,Ripley's Aquarium of the Smokies,15.082,Acuarios
418,East South Central,Tennessee,The Island in Pigeon Forge,12.193,Parques de diversión y temáticos
419,East South Central,Tennessee,RCA Studio B,3.938,Museos especializados
420,East South Central,Tennessee,Tennessee Aquarium,7.07,Acuarios
421,East South Central,Tennessee,Tennessee Homemade Wines,7.007,Viñedos con bodegas
422,East South Central,Tennessee,Andrew Jackson's Hermitage,5.844,"Museos especializados, Lugares históricos"
423,East South Central,Tennessee,Gatlinburg SkyLift Park,7.089,"Parques de diversión y temáticos, Miradores"
424,East South Central,Tennessee,Lookout Mountain,4.353,"Montañas, Miradores"
425,East South Central,Tennessee,Gaylord Opryland Resort Gardens,6.136,Jardines
426,East South Central,Tennessee,The Johnny Cash Museum,7.104,"Museos especializados, Museos de historia"
427,East South Central,Tennessee,Smoky Mountain Alpine Coaster,5.372,Parques de diversión y temáticos
428,East South Central,Tennessee,Lotz House Museum,3.347,"Lugares históricos, Museos de historia"
429,East South Central,Tennessee,Mountain Valley Winery,2.718,Viñedos con bodegas
430,East South Central,Tennessee,Tuckaleechee Caverns,2.895,Cavernas y cuevas
431,East South Central,Tennessee,Clingmans Dome,3.132,Montañas
432,East South Central,Tennessee,Hillside Winery,2.69,Viñedos con bodegas
433,East South Central,Tennessee,Great Smoky Mountains National Park,2.567,Parques nacionales
434,East South Central,Tennessee,Raccoon Mountain Caverns,1.929,Cavernas y cuevas
435,East South Central,Tennessee,Walnut Street Bridge,2.952,Puentes
436,East South Central,Tennessee,Rockin' Raceway Arcade,2.08,Parques de diversión y temáticos
437,East South Central,Tennessee,Tennessee Shine Company - Gatlinburg,2.331,Destilerías
438,East South Central,Tennessee,Stax Museum of American Soul Music,2.188,"Museos especializados, Lugares educativos"
439,East South Central,Tennessee,Market Square,2.979,Monumentos y lugares de interés
440,East South Central,Tennessee,Tennessee Valley Railroad Museum,1.74,"Museos especializados, Museos para niños"
441,East South Central,Tennessee,Roaring Fork Motor Nature Trail,1.794,Rutas para senderismo
442,East South Central,Tennessee,Tennessee Cider Company,2.73,Viñedos con bodegas
443,East South Central,Tennessee,Junction 35 Spirits,1.372,Destilerías
444,East South Central,Tennessee,Smoky Mountain River Rat Tubing,1.64,Parques de diversión y temáticos
445,East South Central,Tennessee,Goats on the Roof,3.058,Centros comerciales
446,East South Central,Tennessee,Smoky Mountain Deer Farm & Exotic Petting Zoo,1.425,Zoológicos
447,East South Central,Tennessee,Tennessee Legend Distillery,1.354,Destilerías
448,East South Central,Tennessee,Memphis Rock 'n' Soul Museum,2.409,"Museos especializados, Museos de historia"
449,East South Central,Tennessee,Mill Bridge Winery,1.403,Viñedos con bodegas
450,East South Central,Tennessee,Musicians Hall of Fame and Museum,1.219,Museos especializados
451,East South Central,Tennessee,Belmont Mansion,1.095,"Lugares históricos, Jardines"
452,East South Central,Tennessee,Carnton,1.742,"Museos especializados, Lugares históricos"
453,East South Central,Tennessee,Carter House,1.378,"Museos especializados, Lugares históricos"
454,East South Central,Tennessee,Lane Motor Museum,966.0,Museos especializados
455,East South Central,Tennessee,Bridgestone Arena,2.044,Campos de juego y estadios
456,East South Central,Tennessee,Tennessee Legend Distillery - Winfield Dunn Parkway,880.0,Destilerías
457,East South Central,Tennessee,Big Top Arcade,1.504,Parques de diversión y temáticos
458,East South Central,Tennessee,Chattanooga Whiskey Experimental Distillery,1.155,Destilerías
459,East South Central,Tennessee,Adventures Unlimited,1.2,Masas de agua
460,East South Central,Tennessee,Tennessee Shine Company - Pigeon Forge,788.0,Destilerías
461,East South Central,Tennessee,Arcade City Pigeon Forge,1.499,Parques de diversión y temáticos
462,East South Central,Tennessee,Tennessee State Museum,988.0,Museos de historia
463,East South Central,Tennessee,Forbidden Caverns,1.354,Cavernas y cuevas
464,East South Central,Tennessee,Main Event Theater,754.0,Teatros
465,East South Central,Tennessee,Old Forge Distillery,1.403,"Destilerías, Lugares históricos"
466,East South Central,Tennessee,Cheekwood,1.445,"Lugares históricos, Jardines"
467,East South Central,Tennessee,Downtown Franklin,1.462,"Barrios, Áreas históricas peatonales"
468,East South Central,Tennessee,Gatlinburg Scenic Overlook,1.382,"Miradores, Rutas turísticas"
469,East South Central,Tennessee,Tennessee Legend Distillery,548.0,Destilerías
470,East South Central,Tennessee,Bush's Visitor Center,1.221,Museos de historia
471,East South Central,Tennessee,Hollywood Star Cars Museum,1.461,Museos especializados
472,East South Central,Tennessee,Shiloh National Military Park,836.0,"Parques nacionales, Campos de batalla"
473,East South Central,Tennessee,The Village Shops,997.0,Centros comerciales
474,East South Central,Tennessee,Ijams Nature Center,869.0,Áreas de naturaleza y vida silvestre
475,East South Central,Tennessee,Grotto Falls Trail,939.0,Rutas para senderismo
476,East South Central,Tennessee,Paula Deen's Lumberjack Feud Supper Show,1.107,Parques de diversión y temáticos
477,East South Central,Tennessee,Burgess Falls State Park,500.0,"Parques estatales, Áreas de naturaleza y vida silvestre"
478,East South Central,Tennessee,Xtreme Racing Center Pigeon Forge,1.15,"Pistas de carreras de automóviles, Centros de juego y entretenimiento"
479,East South Central,Tennessee,"Cascade Hollow Distilling Co., Home of George Dickel",929.0,Destilerías
480,East South Central,Tennessee,Newfound Gap Road,780.0,Rutas turísticas
481,East South Central,Tennessee,Bicentennial Capitol Mall State Park,968.0,"Parques estatales, Áreas históricas peatonales"
482,East South Central,Tennessee,Ripley's Mountain Coaster,982.0,Parques de diversión y temáticos
483,East South Central,Tennessee,Alum Cave Trail,466.0,Rutas para senderismo
484,East South Central,Tennessee,Slave Haven / Burkle Estate Museum,750.0,"Lugares históricos, Museos de historia"
485,East South Central,Tennessee,Sugarlands Visitors Center,1.074,Centros de información turística
486,East South Central,Tennessee,Stones River National Battlefield,819.0,"Centros de información turística, Campos de batalla"
487,East South Central,Tennessee,Wild Gals Old Time Photo,1.716,Centros de juego y entretenimiento
488,East South Central,Tennessee,Fall Creek Falls,721.0,Cascadas
489,East South Central,Tennessee,Smoky Mountain Knife Works,3.269,"Tiendas de regalos, Museos especializados"
490,East South Central,Tennessee,Pigeon Forge Snow,1.208,Parques de diversión y temáticos
491,East South Central,Tennessee,Outdoor Gravity Park,776.0,Parques acuáticos
492,East South Central,Tennessee,Apple Barn Winery,1.013,Viñedos con bodegas
493,East South Central,Tennessee,John Seigenthaler Pedestrian Bridge,1.075,Puentes
494,East South Central,Tennessee,Oconaluftee Visitor Center,1.092,Centros de información turística
495,East South Central,Tennessee,Point Park - Lookout Mountain Battlefields,789.0,Campos de batalla
496,East South Central,Tennessee,Bootleggers Homemade Wine,861.0,Viñedos con bodegas
497,East South Central,Tennessee,"Ocoee Outdoors, Inc.",682.0,Masas de agua
498,East South Central,Tennessee,Fowler's Clay Works,428.0,Galerías de arte
499,East South Central,Tennessee,Athena Statue,662.0,Monumentos y estatuas
500,East South Central,Tennessee,Foothills Parkway,605.0,Rutas turísticas
501,East South Central,Tennessee,Cummins Falls State Park,682.0,Parques estatales
502,East South Central,Tennessee,Cumberland Caverns,493.0,Cavernas y cuevas
503,East South Central,Tennessee,SkyBridge,463.0,"Monumentos y lugares de interés, Puentes"
504,East South Central,Tennessee,Shelby Farms Park,582.0,Parques
505,East South Central,Tennessee,The Great Smoky Mountain Wheel,1.1,Monumentos y lugares de interés
506,East South Central,Tennessee,Salt and Pepper Shaker Museum,638.0,"Tiendas de regalos, Museos especializados"
507,East South Central,Tennessee,Tennessee Legend Distillery,253.0,Destilerías
508,East South Central,Tennessee,Museum of Appalachia,457.0,Museos de historia
509,East South Central,Tennessee,American Museum of Science & Energy,532.0,"Museos de ciencia, Museos de historia"
510,East South Central,Tennessee,Tennessee Shine Co.,299.0,Destilerías
